姓名,性别,民族,出生年月,籍贯,现任职务,党派,代表团,学历,学位,毕业院校,专业
蔡东晨,男,汉族,1953年2月,河北栾城,全国人大代表,中共,河北,研究生,硕士,中国社会科学院研究生院,国际贸易
蔡战胜,男,汉族,1973年8月,陕西渭南,全国人大代表,中共,河北,研究生,硕士,中国石油大学（北京）,油气田开发
翟志海,男,汉族,1962年5月,河北井陉,全国人大代表,民革,河北,研究生,硕士,北京师范大学,教育经济与管理
霍兴文,男,汉族,1954年2月,河北秦皇岛,全国人大代表,农工党,河北,研究生,,河北医科大学,卫生管理
魏少军,男,汉族,1963年5月,河北高碑店,全国人大代表,,河北,大专,,中共河北省委党校函授学院,经济管理
魏志民,男,汉族,1949年1月,河北安平,全国人大代表,中共,河北,大专,,河北农业大学,农业经济管理
卜昌森,男,汉族,1963年4月,山东诸城,全国人大代表,中共,山西,在职研究生,工学博士,山东科技大学,安全技术及工程
马凯,男,汉族,1946年6月,上海市,全国人大代表,中共,山西,研究生,经济学硕士,中国人民大学,政治经济学
马瑞燕,女,汉族,1968年9月,山西太谷,全国人大代表,中共,山西,研究生,农学博士,中国农业科学院,农业昆虫与害虫防治
王云龙,男,汉族,1945年1月,山西平遥,全国人大环境与资源保护委员会副主任委员,中共,山西,中央党校研究生,,,
王宇燕,女,汉族,1966年5月,河南襄城,全国人大代表,中共,山西,研究生,经济学博士,河南大学,区域经济学
王安庞,男,汉族,1958年5月,山西长子,全国人大代表,中共,山西,中央党校函授本科,,中央党校,
王润梅,女,汉族,1975年2月,河北易县,全国人大代表,中共,山西,在职本科,,山西广播电视大学,公共关系
王清宪,男,汉族,1963年7月,河北永年,全国人大代表,中共,山西,研究生,经济学博士,中国社会科学院研究生院,国民经济
王赋,男,汉族,1962年3月,山西浑源,,中共,山西,研究生,公共管理硕士,中国人民大学,统计学
王儒林,男,汉族,1953年4月,河南濮阳,中共十八届中央委员，全国人大农业与农村委员会副主任委员,中共,山西,研究生,经济学硕士,吉林大学经济管理学院,国民经济计划与管理专业
左世忠,男,汉族,1953年7月,山西原平,全国人大代表,中共,山西,中央党校研究生,,中央党校在职研究生班,法学理论
石文斌,男,汉族,1979年4月,山西平定,全国人大代表,民建,山西,大学本科,工学学士,河南理工大学,自动化
申纪兰,女,汉族,1929年12月,山西平顺,全国人大代表,中共,山西,,,小学,
申联彬,男,汉族,1950年3月,山西黎城,全国人大代表,中共,山西,中央党校研究生,,中央党校在职研究生班,科学社会主义
申瑞涛,女,汉族,1957年3月,山西左权,全国人大代表,中共,山西,在职研究生,经济学硕士、工商管理硕士,天津财经学院,经济学
白永红,女,汉族,1975年3月,山西天镇,全国人大代表,中共,山西,高中,,天镇一中,
白景富,男,汉族,1945年7月,河北丰润,全国人大内务司法委员会副主任委员(正部长级),中共,山西,大学,,吉林大学,法律
令狐安,男,汉族,1946年10月,山西平陆,全国人大常委会委员、全国人大华侨委员会副主任委员（正部长级）,中共,山西,大学,,北京工业学院,红外线专业
朱晓明,男,汉族,1957年12月,陕西黄陵,全国人大代表,中共,山西,大学本科,工学学士,西安矿业学院,采煤工程
任武贤,男,汉族,1960年5月,山西芮城,全国人大代表,中共,山西,,,脱产专科,
刘杰,男,汉族,1956年10月,山东高青,全国人大代表,中共,山西,中央党校函授本科,,中央党校,经济管理
刘蓉华,女,汉族,1959年1月,山西霍州,全国人大代表,民建,山西,中央党校在职研究生,,中央党校研究生院,
李力,男,汉族,1956年10月,山西临县,全国人大代表,中共,山西,中央党校函授本科,,中央党校,经济管理
李小鹏,男,汉族,1959年6月,四川成都,全国人大代表,中共,山西,大学本科,工学学士,华北电力学院,发电厂及电力系统
李正印,男,汉族,1962年8月,山西武乡,全国人大代表,中共,山西,中央党校在职研究生,,中央党校在职研究生班,经济管理
李武章,男,汉族,1959年7月,河北怀安,全国人大代表,,山西,中央党校函授本科,工程硕士,中央党校函授学院,经济管理
李政文,男,汉族,1952年2月,山西垣曲,全国人大代表,中共,山西,省委党校大专,工商管理硕士,省委党校,
李栋梁,男,汉族,1958年8月,山西左云,全国人大代表,中共,山西,研究生,法学硕士,吉林大学,马克思主义理论教育
李秋喜,男,汉族,1961年9月,山西晋城,全国人大代表,中共,山西,中央党校函授本科,,中央党校函授学院,经济管理
李晋平,男,汉族,1964年7月,山西灵石,全国人大代表,中共,山西,研究生,工学博士,煤炭科学研究总院,采矿工程
李晓波,男,汉族,1963年2月,内蒙古清水河,全国人大代表,中共,山西,大学本科,高级管理人员工商管理硕士,北京大学,
李瑞丰,男,汉族,1962年11月,山西和顺,全国人大代表,中共,山西,研究生,工学硕士、自然科学博士,德国斯图加特大学,化学
杨司,男,汉族,1956年5月,河北藁城,全国人大代表,中共,山西,中央党校在职研究生,,中央党校函授学院,经济管理
杨林花,女,汉族,1960年8月,山西太谷,全国人大代表,民革,山西,研究生,医学博士,同济医科大学,内科血液病
杨庚宇,男,汉族,1955年10月,江苏淮阴,全国人大环境与资源保护委员会委员，华北科技学院院长、党委副书记，中国煤矿安全技术培训中心主任,中共,山西,研究生,工学博士,中国矿业大学,水工建筑力学
杨绍清,男,汉族,1959年2月,河北迁安,全国人大代表,中共,山西,大学本科,工学学士,北方交通大学,铁道车辆
吴政隆,男,汉族,1964年11月,江苏高淳,全国人大代表,中共,山西,大学本科,工学学士,太原机械学院,机械制造工艺与设备
吴清海,男,汉族,1962年11月,陕西西安,全国人大代表,中共,山西,大学本科,农学学士,西北农学院,植物保护
辛琰,女,汉族,1963年5月,山西侯马,全国人大代表,民革,山西,大学本科,工学学士,太原工业大学,煤化工
沈建军,女,汉族,1967年8月,上海市,全国人大代表,中共,山西,中央党校函授本科,,中央党校函授学院,
张少琴,男,汉族,1953年5月,山西新绛,全国人大代表,民建,山西,研究生,工学博士,美国奥本大学,复合材料
张平,男,汉族,1953年11月,山西新绛,全国人大常委会委员、全国人大教育科学文化卫生委员会副主任委员，民盟中央专职副主席，中国作家协会副主席,中共,山西,大学,,,
张有喜,男,汉族,1956年12月,山西原平,全国人大代表,中共,山西,中央党校在职研究生,,中央党校函授学院,经济管理
张红健,女,汉族,1969年12月,山西临汾,全国人大代表,九三学社,山西,研究生,工商管理硕士,美国NorthwesternPolytechnicUniversity,工商管理
岳普煜,男,汉族,1959年10月,山西太原,全国人大代表,中共,山西,研究生,工学博士,太原理工大学,机械设计与理论
郑连生,男,汉族,1965年4月,山西潞城,全国人大代表,中共,山西,自考本科,,山西大学,行政管理
赵立欣,女,汉族,1967年1月,北京市,全国人大代表,,山西,研究生,工学博士,意大利都灵理工大学,能源工程
胡苏平,女,汉族,1956年8月,山西五台,全国人大代表,中共,山西,博士研究生,管理学博士,南京航空航天大学,
相里斌,男,汉族,1967年3月,山西万荣,全国人大代表,中共,山西,研究生,工学博士,中科院西安光机所,精密机械与仪器
柳树林,男,汉族,1963年12月,山西祁县,全国人大代表,民盟,山西,研究生,工商管理硕士,美国西北大学KELLOGG/以色列recanati,
姚建民,男,汉族,1956年9月,山西清徐,全国人大代表,,山西,研究生,理学硕士,山西大学,生物学
袁纯清,男,汉族,1952年3月,湖南汉寿,全国人大代表,中共,山西,博士研究生,管理学博士,湖南大学,管理科学与工程
耿彦波,男,汉族,1958年11月,山西和顺,全国人大代表,中共,山西,中央党校函授本科,工商管理硕士,中央党校,涉外经济
栗翠田,女,汉族,1959年9月,山西原平,全国人大代表,中共,山西,高中,,山西省原平一中,
贾爱芹,女,汉族,1962年8月,山西隰县,全国人大代表,中共,山西,成人本科,教育硕士,山西师范大学,管理专业
贾锁堂,男,汉族,1958年3月,山西沁源,全国人大代表,中共,山西,研究生,理学博士,华东师范大学,光学
高建民,男,汉族,1960年11月,山西盂县,全国人大代表,中共,山西,博士研究生,法学博士,天津师范大学,科学社会主义与国际共运
郭凤莲,女,汉族,1947年9月,山西昔阳,全国人大常委会委员，山西省昔阳县大寨村党总支书记,中共,山西,初中,,,
郭新志,女,汉族,1956年7月,山西稷山,全国人大代表,农工党,山西,在职研究生,,英国温布尔大学,经济管理
常俊民,男,汉族,1974年2月,山西闻喜,全国人大代表,中共,山西,函授专科,,太原科技大学,计算机应用与管理
阎少泉,女,汉族,1966年3月,山西祁县,全国人大代表,中共,山西,大学本科,工程硕士学位,太原重型机械学院,起重运输机械
董林,男,汉族,1982年8月,山西曲沃,全国人大代表,中共,山西,,,在职大学,社会工作
董栋,男,回族,1989年4月,河南郑州,全国人大代表,中共,山西,大学本科,教育学学士,山西大学,运动训练
韩长安,男,汉族,1966年9月,山西潞城,全国人大代表,,山西,高中,,,
谢红,女,汉族,1960年5月,贵州遵义,全国人大代表,中共,山西,大学本科,理学学士,山西大学,
楼阳生,男,汉族,1959年10月,浙江浦江,全国人大代表,中共,山西,研究生,硕士,浙江大学,工商管理
廉毅敏,男,汉族,1964年3月,山西平遥,全国人大代表,中共,山西,研究生,理学博士,山西大学,光学
熊继军,男,汉族,1971年8月,湖北黄冈,全国人大代表,民进,山西,研究生,工学博士,清华大学,精密仪器与机械
潘军峰,男,汉族,1957年12月,山西临猗,全国人大代表,中共,山西,大学本科,工学博士,太原工业学院,农田水利工程专业
马永胜,男,汉族,1956年3月,山东沂水,全国人大代表,中共,内蒙古,中央党校大学,,中央党校,
马瑞强,男,汉族,1983年10月,内蒙古乌拉特中旗,全国人大代表,,内蒙古,研究生,博士,中国农业大学,微生物学
王凤朝,男,汉族,1954年11月,内蒙古赤峰市,全国人大代表,中共,内蒙古,大学,,中央党校函授学院,经济管理
王君,男,汉族,1952年3月,山西大同,全国人大代表,中共,内蒙古,中央党校研究生,,中央党校,哲学专业
王林祥,男,汉族,1951年12月,陕西府谷,全国人大代表,中共,内蒙古,大专,,内蒙古党校,经济管理
王保佳,男,汉族,1957年6月,河北涞源,全国人大代表,中共,内蒙古,大学,,长春光机学院,会计学
云峰,男,蒙古族,1952年3月,内蒙古托克托,全国人大常委会委员、全国人大民族委员会副主任委员，全国人大常委会代表资格审查委员会委员,中共,内蒙古,研究生,,中国社会科学院,企业管理专业
乌日图,男,蒙古族,1955年7月,内蒙古科左中旗,全国人大常委会委员、全国人大财政经济委员会副主任委员,中共,内蒙古,研究生,经济学博士学位,内蒙古大学,
乌兰,女,蒙古族,1962年11月,内蒙古科左中旗,全国人大代表,中共,内蒙古,中央党校研究生,,,
巴特尔,男,蒙古族,1955年2月,辽宁康平,全国人大代表,中共,内蒙古,中央党校研究生,经济学硕士,复旦大学,政治经济学专业
邓月楼,男,蒙古族,1960年3月,内蒙古喀喇沁旗,全国人大代表,中共,内蒙古,大学,农学学士,内蒙古农牧学院,草原
石磊,男,汉族,1972年1月,陕西省府谷县,全国人大代表,,内蒙古,在读研究生,,,工商管理
